Sample_contact_address,Sample_contact_institute,protocol,Sample_contact_state,Sample_contact_department,Sample_description,Sample_source_name_ch1,Sample_type,gsm_id,SRR,Sample_molecule_ch1,Sample_platform_id,data_source,Sample_status,Sample_library_selection,Sample_title,read_type,Sample_contact_laboratory,SRX,Sample_data_row_count,Sample_extract_protocol_ch1,Sample_organism_ch1,Sample_relation,Sample_contact_zip/postal_code,Sample_last_update_date,Sample_contact_country,Sample_library_strategy,Sample_characteristics_ch1,Sample_geo_accession,Sample_channel_count,Sample_library_source,organism,Sample_supplementary_file_1,Sample_instrument_model,Sample_taxid_ch1,Sample_contact_email,Sample_data_processing,Sample_contact_name,sample_name,Sample_contact_city,Sample_series_id,Sample_submission_date
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172691,SRR3563021,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell812,PAIRED,Stephen Quake,SRX1788633,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172691,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172691/suppl/GSM2172691_1000101204.H3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell812,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172692,SRR3563022,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell813,PAIRED,Stephen Quake,SRX1788634,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172692,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172692/suppl/GSM2172692_1000101203.E7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell813,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172693,SRR3563023,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell814,PAIRED,Stephen Quake,SRX1788635,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172693,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172693/suppl/GSM2172693_1000101203.A11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell814,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172694,SRR3563024,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell815,PAIRED,Stephen Quake,SRX1788636,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172694,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172694/suppl/GSM2172694_1000101204.B5.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell815,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172695,SRR3563025,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell816,PAIRED,Stephen Quake,SRX1788637,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172695,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172695/suppl/GSM2172695_1000101204.E11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell816,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172696,SRR3563026,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell817,PAIRED,Stephen Quake,SRX1788638,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: mesenchymal,GSM2172696,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172696/suppl/GSM2172696_1000101203.H2.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell817,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172697,SRR3563027,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell818,PAIRED,Stephen Quake,SRX1788639,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172697,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172697/suppl/GSM2172697_1000101203.B4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell818,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172698,SRR3563028,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell819,PAIRED,Stephen Quake,SRX1788640,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172698,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172698/suppl/GSM2172698_1000101203.H7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell819,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172699,SRR3563029,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell820,PAIRED,Stephen Quake,SRX1788641,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172699,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172699/suppl/GSM2172699_1000101204.A6.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell820,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172700,SRR3563030,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell821,PAIRED,Stephen Quake,SRX1788642,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172700,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172700/suppl/GSM2172700_1000101204.E7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell821,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172701,SRR3563031,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell822,PAIRED,Stephen Quake,SRX1788643,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172701,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172701/suppl/GSM2172701_1000101204.G3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell822,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172702,SRR3563032,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell823,PAIRED,Stephen Quake,SRX1788644,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2172702,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172702/suppl/GSM2172702_1000101203.C12.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell823,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172703,SRR3563033,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell824,PAIRED,Stephen Quake,SRX1788645,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172703,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172703/suppl/GSM2172703_1000101204.A10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell824,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172704,SRR3563034,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell825,PAIRED,Stephen Quake,SRX1788646,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172704,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172704/suppl/GSM2172704_1000101203.A6.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell825,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172705,SRR3563035,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell826,PAIRED,Stephen Quake,SRX1788647,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172705,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172705/suppl/GSM2172705_1000101204.D11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell826,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172706,SRR3563036,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell827,PAIRED,Stephen Quake,SRX1788648,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172706,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172706/suppl/GSM2172706_1000101204.D3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell827,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172707,SRR3563037,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell828,PAIRED,Stephen Quake,SRX1788649,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172707,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172707/suppl/GSM2172707_1000101204.C11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell828,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172708,SRR3563038,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell829,PAIRED,Stephen Quake,SRX1788650,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2172708,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172708/suppl/GSM2172708_1000101203.C1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell829,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172709,SRR3563039,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell830,PAIRED,Stephen Quake,SRX1788651,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172709,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172709/suppl/GSM2172709_1000101204.D2.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell830,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172710,SRR3563040,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell831,PAIRED,Stephen Quake,SRX1788652,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172710,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172710/suppl/GSM2172710_1000101204.F11.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell831,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172711,SRR3563041,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell832,PAIRED,Stephen Quake,SRX1788653,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172711,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172711/suppl/GSM2172711_1000101204.F7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell832,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172712,SRR3563042,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell833,PAIRED,Stephen Quake,SRX1788654,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2172712,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172712/suppl/GSM2172712_1000101204.G5.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell833,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2172713,SRR3563043,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,38yr_female_cell834,PAIRED,Stephen Quake,SRX1788655,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2172713,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2172nnn/GSM2172713/suppl/GSM2172713_1000101204.G12.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",38yr_female_cell834,Stanford,GSE81547,May 20 2016
